276,.Male,.Male,"1,906","1,699",89.2,1.9,"1,221",64.1,3.0,"1,112",58.3,3.1
277,.Female,.Female,"2,137","1,978",92.6,1.5,"1,454",68.1,2.7,"1,301",60.9,2.9
278,.White alone,.White alone,"2,737","2,529",92.4,1.4,"1,913",69.9,2.4,"1,733",63.3,2.5
279,..White non-Hispanic alone,..White non-Hispanic alone,"2,504","2,449",97.8,0.8,"1,868",74.6,2.4,"1,689",67.5,2.5
280,.Black alone,.Black alone,"1,070",990,92.6,2.6,668,62.4,4.9,598,55.9,5.0
281,.Asian alone,.Asian alone,168,104,61.6,12.9,52,30.7,12.2,50,29.8,12.1
282,.Hispanic (of any race),.Hispanic (of any race),282,100,35.4,12.2,58,20.6,10.3,53,19.0,10.0
283,.White alone or in combination,.White alone or in combination,"2,777","2,557",92.1,1.4,"1,934",69.7,2.4,"1,750",63.0,2.5
284,..White non-Hispanic alone or in combination,..White non-Hispanic alone or in combination,"2,531","2,476",97.8,0.8,"1,889",74.6,2.4,"1,706",67.4,2.5
285,.Black alone or in combination ,.Black alone or in combination ,"1,094","1,002",91.6,2.8,676,61.8,4.8,604,55.2,5.0
286,.Asian alone or in combination,.Asian alone or in combination,172,107,62.4,12.7,55,32.1,12.3,53,30.6,12.1
288,.Total,MASSACHUSETTS-Total,"4,840","4,497",92.9,1.0,"3,483",72.0,1.8,"3,085",63.7,1.9
289,.Male,.Male,"2,299","2,115",92.0,1.5,"1,641",71.4,2.6,"1,429",62.2,2.8
290,.Female,.Female,"2,541","2,382",93.7,1.3,"1,842",72.5,2.4,"1,656",65.2,2.6
291,.White alone,.White alone,"4,297","4,049",94.2,1.0,"3,234",75.3,1.8,"2,880",67.0,2.0
292,..White non-Hispanic alone,..White non-Hispanic alone,"4,046","3,896",96.3,0.8,"3,131",77.4,1.8,"2,807",69.4,2.0
293,.Black alone,.Black alone,292,273,93.5,4.8,148,50.7,9.6,127,43.5,9.6
294,.Asian alone,.Asian alone,199,128,64.1,11.7,76,38.2,11.8,59,29.4,11.1
295,.Hispanic (of any race),.Hispanic (of any race),323,212,65.7,11.3,140,43.5,11.8,106,32.9,11.2
296,.White alone or in combination,.White alone or in combination,"4,318","4,065",94.2,1.0,"3,249",75.2,1.8,"2,894",67.0,1.9
297,..White non-Hispanic alone or in combination,..White non-Hispanic alone or in combination,"4,066","3,913",96.2,0.8,"3,145",77.4,1.8,"2,822",69.4,2.0
298,.Black alone or in combination ,.Black alone or in combination ,292,273,93.5,4.8,148,50.7,9.6,127,43.5,9.6
299,.Asian alone or in combination,.Asian alone or in combination,210,138,65.9,11.3,85,40.3,11.7,67,32.0,11.1
301,.Total,MICHIGAN-Total,"7,452","7,177",96.3,0.6,"5,364",72.0,1.5,"4,818",64.7,1.6
302,.Male,.Male,"3,604","3,451",95.7,1.0,"2,519",69.9,2.2,"2,261",62.7,2.3
303,.Female,.Female,"3,848","3,726",96.8,0.8,"2,845",73.9,2.0,"2,558",66.5,2.2
304,.White alone,.White alone,"6,163","6,023",97.7,0.5,"4,526",73.4,1.6,"4,083",66.3,1.7
305,..White non-Hispanic alone,..White non-Hispanic alone,"5,984","5,895",98.5,0.5,"4,462",74.6,1.6,"4,021",67.2,1.8
306,.Black alone,.Black alone,957,928,97.0,1.9,676,70.7,5.2,599,62.6,5.5
307,.Asian alone,.Asian alone,173,73,42.3,13.7,41,23.7,11.8,37,21.2,11.4
308,.Hispanic (of any race),.Hispanic (of any race),201,144,71.3,14.5,73,36.5,15.4,71,35.5,15.3
309,.White alone or in combination,.White alone or in combination,"6,230","6,090",97.8,0.5,"4,582",73.5,1.6,"4,128",66.3,1.7
310,..White non-Hispanic alone or in combination,..White non-Hispanic alone or in combination,"6,051","5,962",98.5,0.4,"4,517",74.7,1.6,"4,066",67.2,1.7
311,.Black alone or in combination ,.Black alone or in combination ,968,940,97.1,1.9,686,70.9,5.1,609,62.9,5.4
312,.Asian alone or in combination,.Asian alone or in combination,180,80,44.6,13.5,48,26.7,12.0,44,24.2,11.7
314,.Total,MINNESOTA-Total,"3,766","3,645",96.8,0.7,"3,080",81.8,1.6,"2,887",76.7,1.8
315,.Male,.Male,"1,858","1,792",96.5,1.1,"1,471",79.2,2.4,"1,374",74.0,2.6
316,.Female,.Female,"1,908","1,853",97.1,1.0,"1,608",84.3,2.1,"1,513",79.3,2.4
317,.White alone,.White alone,"3,435","3,377",98.3,0.6,"2,884",83.9,1.6,"2,703",78.7,1.8
318,..White non-Hispanic alone,..White non-Hispanic alone,"3,333","3,307",99.2,0.4,"2,835",85.0,1.6,"2,658",79.7,1.8
319,.Black alone,.Black alone,128,107,83.3,10.1,83,64.7,13.0,83,64.7,13.0
320,.Asian alone,.Asian alone,137,96,70.0,12.6,69,50.4,13.7,56,41.1,13.5
321,.Hispanic (of any race),.Hispanic (of any race),108,73,68.0,17.9,53,48.9,19.2,49,45.6,19.1
322,.White alone or in combination,.White alone or in combination,"3,469","3,410",98.3,0.6,"2,908",83.8,1.6,"2,728",78.6,1.8
323,..White non-Hispanic alone or in combination,..White non-Hispanic alone or in combination,"3,367","3,341",99.2,0.4,"2,860",84.9,1.6,"2,683",79.7,1.8
324,.Black alone or in combination ,.Black alone or in combination ,136,115,84.3,9.6,91,66.8,12.4,91,66.8,12.4
325,.Asian alone or in combination,.Asian alone or in combination,142,101,71.1,12.2,72,50.5,13.5,59,41.6,13.3
327,.Total,MISSISSIPPI-Total,"2,081","2,049",98.4,0.7,"1,510",72.5,2.4,"1,263",60.7,2.6
328,.Male,.Male,972,954,98.2,1.0,677,69.6,3.6,538,55.4,3.8
329,.Female,.Female,"1,109","1,094",98.7,0.8,833,75.1,3.1,725,65.4,3.4
330,.White alone,.White alone,"1,335","1,310",98.1,0.9,965,72.3,3.0,786,58.9,3.2
331,..White non-Hispanic alone,..White non-Hispanic alone,"1,288","1,285",99.7,0.4,949,73.6,3.0,773,60.0,3.3
332,.Black alone,.Black alone,698,698,100.0,-,531,76.1,4.7,466,66.8,5.2
333,.Asian alone,.Asian alone,8,-,(B),(B),-,(B),(B),-,(B),(B)
334,.Hispanic (of any race),.Hispanic (of any race),46,25,(B),(B),16,(B),(B),12,(B),(B)
335,.White alone or in combination,.White alone or in combination,"1,353","1,328",98.2,0.9,974,72.0,2.9,795,58.7,3.2
336,..White non-Hispanic alone or in combination,..White non-Hispanic alone or in combination,"1,306","1,302",99.7,0.4,958,73.3,3.0,782,59.9,3.3
337,.Black alone or in combination ,.Black alone or in combination ,700,700,100.0,-,533,76.2,4.7,466,66.6,5.2
338,.Asian alone or in combination,.Asian alone or in combination,8,-,(B),(B),-,(B),(B),-,(B),(B)
340,.Total,MISSOURI-Total,"4,243","4,106",96.8,0.8,"3,336",78.6,1.8,"2,815",66.3,2.0
341,.Male,.Male,"2,023","1,933",95.6,1.3,"1,540",76.1,2.7,"1,299",64.2,3.0
342,.Female,.Female,"2,219","2,173",97.9,0.9,"1,796",80.9,2.4,"1,516",68.3,2.8
343,.White alone,.White alone,"3,636","3,538",97.3,0.8,"2,865",78.8,1.9,"2,424",66.7,2.2
344,..White non-Hispanic alone,..White non-Hispanic alone,"3,544","3,483",98.3,0.6,"2,822",79.6,1.9,"2,393",67.5,2.2
345,.Black alone,.Black alone,433,433,100.0,-,382,88.2,5.3,324,74.7,7.1
346,.Asian alone,.Asian alone,55,27,(B),(B),13,(B),(B),13,(B),(B)
347,.Hispanic (of any race),.Hispanic (of any race),115,68,58.8,20.3,50,43.3,20.5,35,30.1,18.9
348,.White alone or in combination,.White alone or in combination,"3,702","3,604",97.4,0.7,"2,917",78.8,1.9,"2,468",66.7,2.2
349,..White non-Hispanic alone or in combination,..White non-Hispanic alone or in combination,"3,610","3,549",98.3,0.6,"2,874",79.6,1.9,"2,437",67.5,2.2
350,.Black alone or in combination ,.Black alone or in combination ,455,455,100.0,-,399,87.6,5.3,335,73.6,7.1
351,.Asian alone or in combination,.Asian alone or in combination,57,29,(B),(B),15,(B),(B),15,(B),(B)
353,.Total,MONTANA-Total,690,687,99.6,0.3,519,75.1,2.2,482,69.9,2.4
354,.Male,.Male,339,338,99.8,0.4,252,74.5,3.2,231,68.1,3.4
355,.Female,.Female,352,350,99.4,0.6,266,75.7,3.1,252,71.6,3.3
356,.White alone,.White alone,647,646,99.8,0.2,493,76.1,2.3,461,71.1,2.4
357,..White non-Hispanic alone,..White non-Hispanic alone,637,636,99.8,0.3,486,76.3,2.3,456,71.5,2.4
358,.Black alone,.Black alone,-,-,(B),(B),-,(B),(B),-,(B),(B)
359,.Asian alone,.Asian alone,3,1,(B),(B),-,(B),(B),-,(B),(B)
360,.Hispanic (of any race),.Hispanic (of any race),12,12,(B),(B),6,(B),(B),5,(B),(B)
361,.White alone or in combination,.White alone or in combination,657,655,99.8,0.2,498,75.9,2.3,465,70.8,2.4
362,..White non-Hispanic alone or in combination,..White non-Hispanic alone or in combination,646,645,99.8,0.2,492,76.1,2.3,460,71.2,2.4
363,.Black alone or in combination ,.Black alone or in combination ,-,-,(B),(B),-,(B),(B),-,(B),(B)
364,.Asian alone or in combination,.Asian alone or in combination,4,2,(B),(B),-,(B),(B),-,(B),(B)
366,.Total,NEBRASKA-Total,"1,294","1,215",93.9,1.1,918,70.9,2.1,793,61.3,2.2
367,.Male,.Male,628,585,93.2,1.7,431,68.7,3.0,367,58.4,3.2
368,.Female,.Female,667,630,94.5,1.4,487,73.0,2.8,426,64.0,3.1
369,.White alone,.White alone,"1,181","1,127",95.4,1.0,865,73.3,2.1,755,63.9,2.3
370,..White non-Hispanic alone,..White non-Hispanic alone,"1,089","1,084",99.6,0.3,845,77.6,2.1,741,68.1,2.3
371,.Black alone,.Black alone,51,47,(B),(B),31,(B),(B),21,(B),(B)
372,.Asian alone,.Asian alone,16,7,(B),(B),2,(B),(B),2,(B),(B)
373,.Hispanic (of any race),.Hispanic (of any race),119,56,47.2,11.8,27,23.0,10.0,19,16.2,8.7
374,.White alone or in combination,.White alone or in combination,"1,198","1,143",95.4,1.0,877,73.2,2.1,762,63.6,2.3
375,..White non-Hispanic alone or in combination,..White non-Hispanic alone or in combination,"1,103","1,099",99.6,0.3,854,77.4,2.1,748,67.8,2.3
376,.Black alone or in combination ,.Black alone or in combination ,53,49,(B),(B),31,(B),(B),21,(B),(B)
377,.Asian alone or in combination,.Asian alone or in combination,16,7,(B),(B),2,(B),(B),2,(B),(B)
379,.Total,NEVADA-Total,"1,699","1,477",87.0,1.4,965,56.8,2.0,871,51.3,2.0
380,.Male,.Male,856,743,86.8,1.9,471,55.0,2.8,421,49.2,2.9
381,.Female,.Female,842,734,87.1,1.9,494,58.7,2.8,450,53.4,2.9
382,.White alone,.White alone,"1,445","1,260",87.2,1.5,844,58.4,2.2,763,52.8,2.2
383,..White non-Hispanic alone,..White non-Hispanic alone,"1,168","1,123",96.1,0.9,770,65.9,2.3,696,59.6,2.4
384,.Black alone,.Black alone,113,108,95.7,3.8,61,54.1,9.5,56,49.6,9.5
385,.Asian alone,.Asian alone,84,64,(B),(B),31,(B),(B),29,(B),(B)
386,.Hispanic (of any race),.Hispanic (of any race),301,151,50.2,7.6,83,27.6,6.8,72,23.8,6.4
387,.White alone or in combination,.White alone or in combination,"1,465","1,280",87.4,1.4,859,58.7,2.1,775,52.9,2.2
388,..White non-Hispanic alone or in combination,..White non-Hispanic alone or in combination,"1,182","1,137",96.2,0.9,780,66.0,2.3,705,59.7,2.4
389,.Black alone or in combination ,.Black alone or in combination ,122,117,96.0,3.6,69,56.8,9.1,63,52.0,9.2
390,.Asian alone or in combination,.Asian alone or in combination,88,68,(B),(B),35,(B),(B),32,(B),(B)
392,.Total,NEW HAMPSHIRE-Total,982,948,96.5,0.8,716,72.9,1.9,677,68.9,2.0
393,.Male,.Male,479,461,96.1,1.2,341,71.2,2.7,320,66.7,2.9
394,.Female,.Female,503,487,96.8,1.0,375,74.6,2.6,358,71.1,2.7
395,.White alone,.White alone,943,922,97.7,0.6,699,74.1,1.9,663,70.3,2.0
396,..White non-Hispanic alone,..White non-Hispanic alone,932,914,98.0,0.6,695,74.5,1.9,659,70.6,2.0
397,.Black alone,.Black alone,6,3,(B),(B),2,(B),(B),1,(B),(B)
398,.Asian alone,.Asian alone,17,8,(B),(B),5,(B),(B),5,(B),(B)
399,.Hispanic (of any race),.Hispanic (of any race),11,9,(B),(B),5,(B),(B),5,(B),(B)
400,.White alone or in combination,.White alone or in combination,956,935,97.8,0.6,708,74.0,1.9,670,70.1,2.0
401,..White non-Hispanic alone or in combination,..White non-Hispanic alone or in combination,945,926,98.0,0.6,703,74.4,1.9,665,70.4,2.0
402,.Black alone or in combination ,.Black alone or in combination ,7,4,(B),(B),3,(B),(B),2,(B),(B)
403,.Asian alone or in combination,.Asian alone or in combination,18,9,(B),(B),6,(B),(B),6,(B),(B)
405,.Total,NEW JERSEY-Total,"6,413","5,591",87.2,1.1,"4,085",63.7,1.6,"3,693",57.6,1.7
406,.Male,.Male,"3,052","2,621",85.9,1.7,"1,852",60.7,2.4,"1,676",54.9,2.4
407,.Female,.Female,"3,361","2,971",88.4,1.5,"2,233",66.4,2.2,"2,017",60.0,2.3
408,.White alone,.White alone,"5,174","4,621",89.3,1.2,"3,410",65.9,1.8,"3,086",59.7,1.8
409,..White non-Hispanic alone,..White non-Hispanic alone,"4,354","4,189",96.2,0.8,"3,108",71.4,1.9,"2,839",65.2,2.0
410,.Black alone,.Black alone,845,732,86.7,3.8,523,61.9,5.5,462,54.7,5.6
411,.Asian alone,.Asian alone,335,194,58.1,9.2,115,34.3,8.9,107,32.1,8.7
412,.Hispanic (of any race),.Hispanic (of any race),906,475,52.4,7.1,331,36.6,6.8,277,30.6,6.5
413,.White alone or in combination,.White alone or in combination,"5,227","4,658",89.1,1.2,"3,443",65.9,1.8,"3,120",59.7,1.8
414,..White non-Hispanic alone or in combination,..White non-Hispanic alone or in combination,"4,374","4,210",96.2,0.8,"3,125",71.4,1.8,"2,856",65.3,1.9
415,.Black alone or in combination ,.Black alone or in combination ,858,745,86.9,3.8,535,62.3,5.4,473,55.2,5.6
416,.Asian alone or in combination,.Asian alone or in combination,337,197,58.3,9.2,115,34.1,8.8,107,31.8,8.7
418,.Total,NEW MEXICO-Total,"1,375","1,301",94.6,1.2,936,68.1,2.4,837,60.9,2.5
419,.Male,.Male,658,621,94.4,1.7,436,66.2,3.5,392,59.6,3.7
420,.Female,.Female,717,680,94.7,1.6,501,69.8,3.3,445,62.0,3.5
421,.White alone,.White alone,"1,151","1,087",94.4,1.3,792,68.8,2.6,715,62.1,2.7
422,..White non-Hispanic alone,..White non-Hispanic alone,660,653,98.9,0.8,509,77.1,3.1,471,71.4,3.4
423,.Black alone,.Black alone,34,34,(B),(B),23,(B),(B),23,(B),(B)
424,.Asian alone,.Asian alone,11,3,(B),(B),3,(B),(B),3,(B),(B)
425,.Hispanic (of any race),.Hispanic (of any race),544,486,89.2,4.0,316,58.0,6.4,276,50.6,6.4
426,.White alone or in combination,.White alone or in combination,"1,181","1,115",94.4,1.3,807,68.3,2.6,728,61.7,2.7
427,..White non-Hispanic alone or in combination,..White non-Hispanic alone or in combination,677,669,98.9,0.8,519,76.7,3.1,480,70.9,3.3
428,.Black alone or in combination ,.Black alone or in combination ,39,39,(B),(B),26,(B),(B),26,(B),(B)
429,.Asian alone or in combination,.Asian alone or in combination,11,3,(B),(B),3,(B),(B),3,(B),(B)
431,.Total,NEW YORK-Total,"14,492","12,779",88.2,0.8,"8,624",59.5,1.2,"7,698",53.1,1.2
432,.Male,.Male,"6,865","6,043",88.0,1.1,"3,965",57.8,1.7,"3,561",51.9,1.7
433,.Female,.Female,"7,627","6,736",88.3,1.0,"4,659",61.1,1.6,"4,137",54.2,1.6
434,.White alone,.White alone,"11,055","10,122",91.6,0.7,"7,090",64.1,1.3,"6,366",57.6,1.3
435,..White non-Hispanic alone,..White non-Hispanic alone,"9,389","9,005",95.9,0.6,"6,457",68.8,1.4,"5,846",62.3,1.4
436,.Black alone,.Black alone,"2,354","1,924",81.7,2.7,"1,188",50.5,3.5,"1,042",44.3,3.5
437,.Asian alone,.Asian alone,939,614,65.3,5.5,287,30.5,5.4,241,25.7,5.1
438,.Hispanic (of any race),.Hispanic (of any race),"1,976","1,346",68.1,4.7,754,38.2,4.8,613,31.0,4.6
439,.White alone or in combination,.White alone or in combination,"11,130","10,190",91.6,0.7,"7,118",64.0,1.3,"6,389",57.4,1.3
440,..White non-Hispanic alone or in combination,..White non-Hispanic alone or in combination,"9,444","9,059",95.9,0.6,"6,485",68.7,1.3,"5,870",62.2,1.4
441,.Black alone or in combination ,.Black alone or in combination ,"2,421","1,981",81.8,2.7,"1,203",49.7,3.5,"1,055",43.6,3.4
442,.Asian alone or in combination,.Asian alone or in combination,953,627,65.8,5.5,297,31.2,5.4,246,25.8,5.1
444,.Total,NORTH CAROLINA-Total,"6,250","5,923",94.8,0.8,"4,292",68.7,1.7,"3,639",58.2,1.8
445,.Male,.Male,"2,979","2,806",94.2,1.3,"1,958",65.7,2.6,"1,626",54.6,2.7
446,.Female,.Female,"3,271","3,117",95.3,1.1,"2,334",71.3,2.3,"2,013",61.5,2.5
447,.White alone,.White alone,"4,709","4,461",94.7,1.0,"3,268",69.4,2.0,"2,736",58.1,2.1
448,..White non-Hispanic alone,..White non-Hispanic alone,"4,408","4,355",98.8,0.5,"3,227",73.2,2.0,"2,713",61.5,2.2
449,.Black alone,.Black alone,"1,241","1,213",97.7,1.5,874,70.4,4.6,784,63.1,4.9
450,.Asian alone,.Asian alone,125,85,67.6,15.6,43,34.4,15.8,43,34.4,15.8
451,.Hispanic (of any race),.Hispanic (of any race),327,109,33.4,12.1,44,13.4,8.7,27,8.2,7.0
452,.White alone or in combination,.White alone or in combination,"4,750","4,502",94.8,1.0,"3,296",69.4,2.0,"2,758",58.1,2.1
453,..White non-Hispanic alone or in combination,..White non-Hispanic alone or in combination,"4,449","4,396",98.8,0.5,"3,255",73.2,2.0,"2,735",61.5,2.2
454,.Black alone or in combination ,.Black alone or in combination ,"1,259","1,230",97.7,1.5,887,70.4,4.6,792,62.9,4.9
455,.Asian alone or in combination,.Asian alone or in combination,130,89,68.7,15.2,47,36.5,15.8,47,36.5,15.8
457,.Total,NORTH DAKOTA-Total,466,462,99.1,0.5,412,88.5,1.5,330,70.8,2.1
458,.Male,.Male,228,226,99.3,0.6,199,87.6,2.2,158,69.2,3.1
459,.Female,.Female,238,235,98.8,0.7,213,89.3,2.0,172,72.4,2.9
460,.White alone,.White alone,443,440,99.4,0.4,393,88.8,1.5,318,71.9,2.2
461,..White non-Hispanic alone,..White non-Hispanic alone,439,436,99.4,0.4,390,89.0,1.5,317,72.3,2.2
462,.Black alone,.Black alone,3,3,(B),(B),2,(B),(B),1,(B),(B)
463,.Asian alone,.Asian alone,-,-,(B),(B),-,(B),(B),-,(B),(B)
464,.Hispanic (of any race),.Hispanic (of any race),6,6,(B),(B),4,(B),(B),2,(B),(B)
465,.White alone or in combination,.White alone or in combination,447,444,99.3,0.4,397,88.7,1.5,321,71.8,2.2
466,..White non-Hispanic alone or in combination,..White non-Hispanic alone or in combination,442,439,99.3,0.4,393,89.0,1.5,319,72.2,2.2
467,.Black alone or in combination ,.Black alone or in combination ,4,4,(B),(B),3,(B),(B),2,(B),(B)
468,.Asian alone or in combination,.Asian alone or in combination,-,-,(B),(B),-,(B),(B),-,(B),(B)
470,.Total,OHIO-Total,"8,469","8,305",98.1,0.5,"6,003",70.9,1.5,"5,485",64.8,1.6
471,.Male,.Male,"4,037","3,953",97.9,0.7,"2,813",69.7,2.2,"2,581",63.9,2.3
472,.Female,.Female,"4,432","4,352",98.2,0.6,"3,190",72.0,2.0,"2,905",65.5,2.1
473,.White alone,.White alone,"7,381","7,263",98.4,0.4,"5,268",71.4,1.6,"4,802",65.1,1.7
474,..White non-Hispanic alone,..White non-Hispanic alone,"7,188","7,149",99.4,0.3,"5,179",72.0,1.6,"4,723",65.7,1.7
475,.Black alone,.Black alone,895,876,97.9,1.8,630,70.3,5.5,586,65.5,5.8
476,.Asian alone,.Asian alone,73,45,(B),(B),20,(B),(B),20,(B),(B)
477,.Hispanic (of any race),.Hispanic (of any race),209,130,62.5,15.8,100,47.7,16.3,90,43.1,16.2
478,.White alone or in combination,.White alone or in combination,"7,460","7,342",98.4,0.4,"5,318",71.3,1.6,"4,844",64.9,1.7
479,..White non-Hispanic alone or in combination,..White non-Hispanic alone or in combination,"7,257","7,218",99.5,0.3,"5,222",72.0,1.6,"4,757",65.5,1.7
480,.Black alone or in combination ,.Black alone or in combination ,923,904,97.9,1.7,648,70.3,5.5,603,65.3,5.7
481,.Asian alone or in combination,.Asian alone or in combination,80,52,(B),(B),25,(B),(B),25,(B),(B)
483,.Total,OKLAHOMA-Total,"2,602","2,476",95.2,1.0,"1,781",68.4,2.2,"1,541",59.2,2.3
484,.Male,.Male,"1,247","1,184",94.9,1.5,844,67.7,3.2,724,58.0,3.3
485,.Female,.Female,"1,355","1,292",95.4,1.4,937,69.2,3.0,818,60.3,3.2
486,.White alone,.White alone,"2,031","1,946",95.8,1.1,"1,450",71.4,2.4,"1,271",62.6,2.6
487,..White non-Hispanic alone,..White non-Hispanic alone,"1,925","1,902",98.8,0.6,"1,423",73.9,2.4,"1,248",64.8,2.6
488,.Black alone,.Black alone,190,183,96.0,4.1,118,61.8,10.2,104,54.7,10.5
489,.Asian alone,.Asian alone,34,17,(B),(B),10,(B),(B),5,(B),(B)
490,.Hispanic (of any race),.Hispanic (of any race),135,57,42.6,16.0,29,21.7,13.4,25,18.9,12.7
491,.White alone or in combination,.White alone or in combination,"2,232","2,131",95.5,1.1,"1,573",70.4,2.3,"1,366",61.2,2.5
492,..White non-Hispanic alone or in combination,..White non-Hispanic alone or in combination,"2,102","2,078",98.9,0.6,"1,543",73.4,2.3,"1,341",63.8,2.5
493,.Black alone or in combination ,.Black alone or in combination ,204,196,96.2,3.9,123,60.3,9.9,110,53.7,10.1
494,.Asian alone or in combination,.Asian alone or in combination,36,19,(B),(B),10,(B),(B),5,(B),(B)
496,.Total,OREGON-Total,"2,727","2,600",95.3,0.9,"2,049",75.2,1.9,"1,924",70.6,2.0
497,.Male,.Male,"1,340","1,266",94.5,1.5,972,72.5,2.8,911,68.0,3.0
498,.Female,.Female,"1,387","1,333",96.1,1.2,"1,078",77.7,2.6,"1,013",73.0,2.8
499,.White alone,.White alone,"2,498","2,405",96.3,0.9,"1,941",77.7,1.9,"1,824",73.0,2.1
500,..White non-Hispanic alone,..White non-Hispanic alone,"2,348","2,334",99.4,0.4,"1,902",81.0,1.9,"1,791",76.2,2.0
501,.Black alone,.Black alone,48,48,(B),(B),21,(B),(B),21,(B),(B)
502,.Asian alone,.Asian alone,103,81,78.7,11.9,41,39.4,14.2,39,37.6,14.0
503,.Hispanic (of any race),.Hispanic (of any race),165,79,47.9,14.2,41,25.0,12.4,36,21.7,11.8
504,.White alone or in combination,.White alone or in combination,"2,540","2,446",96.3,0.9,"1,970",77.6,1.9,"1,853",72.9,2.1
505,..White non-Hispanic alone or in combination,..White non-Hispanic alone or in combination,"2,386","2,372",99.4,0.4,"1,929",80.8,1.9,"1,817",76.1,2.0
506,.Black alone or in combination ,.Black alone or in combination ,52,52,(B),(B),26,(B),(B),26,(B),(B)
507,.Asian alone or in combination,.Asian alone or in combination,111,90,80.3,11.1,47,41.9,13.8,44,39.4,13.6
509,.Total,PENNSYLVANIA-Total,"9,356","9,055",96.8,0.5,"6,481",69.3,1.4,"5,845",62.5,1.4
510,.Male,.Male,"4,467","4,311",96.5,0.8,"3,052",68.3,2.0,"2,740",61.3,2.1
511,.Female,.Female,"4,889","4,743",97.0,0.7,"3,429",70.1,1.9,"3,105",63.5,2.0
512,.White alone,.White alone,"8,218","8,036",97.8,0.5,"5,853",71.2,1.4,"5,291",64.4,1.5
513,..White non-Hispanic alone,..White non-Hispanic alone,"7,998","7,886",98.6,0.4,"5,769",72.1,1.4,"5,209",65.1,1.5
514,.Black alone,.Black alone,853,816,95.6,2.4,523,61.3,5.8,474,55.6,5.9
515,.Asian alone,.Asian alone,210,135,64.3,12.0,60,28.7,11.4,43,20.5,10.1
516,.Hispanic (of any race),.Hispanic (of any race),255,179,70.3,13.0,95,37.5,13.7,88,34.5,13.5
517,.White alone or in combination,.White alone or in combination,"8,259","8,077",97.8,0.5,"5,884",71.2,1.4,"5,316",64.4,1.5
518,..White non-Hispanic alone or in combination,..White non-Hispanic alone or in combination,"8,038","7,927",98.6,0.4,"5,800",72.2,1.4,"5,234",65.1,1.5
519,.Black alone or in combination ,.Black alone or in combination ,889,851,95.8,2.3,549,61.8,5.7,500,56.3,5.8
520,.Asian alone or in combination,.Asian alone or in combination,210,135,64.3,12.0,60,28.7,11.4,43,20.5,10.1
522,.Total,RHODE ISLAND-Total,813,732,90.0,1.2,522,64.2,1.9,467,57.4,2.0
523,.Male,.Male,385,342,88.9,1.8,236,61.3,2.8,213,55.4,2.9
524,.Female,.Female,428,390,91.1,1.6,286,66.7,2.6,253,59.2,2.7
525,.White alone,.White alone,732,681,93.1,1.1,494,67.4,2.0,442,60.4,2.0
526,..White non-Hispanic alone,..White non-Hispanic alone,680,655,96.4,0.8,478,70.3,2.0,431,63.3,2.1
527,.Black alone,.Black alone,46,34,(B),(B),19,(B),(B),17,(B),(B)
528,.Asian alone,.Asian alone,27,11,(B),(B),5,(B),(B),5,(B),(B)
529,.Hispanic (of any race),.Hispanic (of any race),58,28,(B),(B),17,(B),(B),13,(B),(B)
530,.White alone or in combination,.White alone or in combination,735,684,93.1,1.1,496,67.4,2.0,444,60.4,2.0
531,..White non-Hispanic alone or in combination,..White non-Hispanic alone or in combination,683,658,96.3,0.8,480,70.3,2.0,432,63.3,2.1
532,.Black alone or in combination ,.Black alone or in combination ,48,36,(B),(B),21,(B),(B),18,(B),(B)
533,.Asian alone or in combination,.Asian alone or in combination,28,11,(B),(B),5,(B),(B),5,(B),(B)
535,.Total,SOUTH CAROLINA-Total,"3,061","3,002",98.1,0.6,"2,238",73.1,2.1,"1,899",62.0,2.3
536,.Male,.Male,"1,441","1,408",97.7,1.0,"1,009",70.0,3.1,862,59.8,3.3
537,.Female,.Female,"1,620","1,594",98.4,0.8,"1,230",75.9,2.7,"1,037",64.0,3.1
538,.White alone,.White alone,"2,188","2,132",97.5,0.9,"1,627",74.4,2.4,"1,387",63.4,2.6
539,..White non-Hispanic alone,..White non-Hispanic alone,"2,142","2,120",98.9,0.6,"1,617",75.5,2.4,"1,377",64.3,2.7
540,.Black alone,.Black alone,837,834,99.6,0.6,595,71.1,4.9,498,59.5,5.3
541,.Asian alone,.Asian alone,4,4,(B),(B),-,(B),(B),-,(B),(B)
542,.Hispanic (of any race),.Hispanic (of any race),52,16,(B),(B),13,(B),(B),13,(B),(B)
543,.White alone or in combination,.White alone or in combination,"2,208","2,153",97.5,0.9,"1,636",74.1,2.4,"1,394",63.1,2.6
544,..White non-Hispanic alone or in combination,..White non-Hispanic alone or in combination,"2,163","2,140",99.0,0.6,"1,626",75.2,2.4,"1,384",64.0,2.7
545,.Black alone or in combination ,.Black alone or in combination ,843,840,99.6,0.6,599,71.1,4.9,500,59.3,5.3
546,.Asian alone or in combination,.Asian alone or in combination,4,4,(B),(B),-,(B),(B),-,(B),(B)
548,.Total,SOUTH DAKOTA-Total,564,554,98.2,0.6,425,75.5,1.8,378,67.1,2.0
549,.Male,.Male,275,269,98.0,0.9,196,71.4,2.8,174,63.3,3.0
550,.Female,.Female,289,284,98.4,0.7,229,79.3,2.4,204,70.6,2.7
551,.White alone,.White alone,530,524,98.9,0.5,408,77.0,1.9,366,69.0,2.0
